rišša#gabba	rissja#gabba
riido#gask#oapmi	rijddo#gask#oabme
áico#gask#oapmi	ájttso#gask#oabme
vearuhan#oapmi	vieruhan#oabme
bohčin#oapmi	båhtjen#oabme
doarjja#submi	doarja#subbme
ruhta#submi	ruhta#subbme
oastin#submi	oassten#subbme
ohcan#submi	åhtsån#subbme
vuođđo#submi	vuoddo#subbme
lohpádus#submi	låhpådus#subbme
čáhce#jábmi	tjáhtse#jábbme
girdno#bipmi	girnno#bibme
kefir#bipmi	kefer#bibme
vearba#hápmi	vierbba#hábme
giđđa#hápmi	gidda#hábme
vuoigatvuođa#hápmi	vuojggatvuoda#hábme
nominála#hápmi	nåmenála#hábme
jápma#hápmi	jábma#hábme
stáhta#hápmi	stáhta#hábme
infinihtta#hápmi	infenihtta#hábme
attribuhtta#hápmi	attrebuhtta#hábme
predikatiiva#hápmi	predekatijva#hábme
nominatiiva#hápmi	nåmenatijva#hábme
genitiiva#hápmi	genetijva#hábme
áige#hápmi	ájgge#hábme
sadje#hápmi	sadje#hábme
sátne#hápmi	sádne#hábme
bajáš#hápmi	bajásj#hábme
veardidan#hápmi	vierddedan#hábme
laigan#hápmi	lajggan#hábme
sojahan#hápmi	såjåhan#hábme
oamastan#hápmi	åmastan#hábme
ráđđen#hápmi	rádden#hábme
ovdan#buktin#hápmi	åvddån#bukten#hábme
orrun#hápmi	årrun#hábme
akti^o#hápmi	akte^o#hábme
vuođđo#hápmi	vuoddo#hábme
álgo#hápmi	álggo#hábme
largo#hápmi	larggo#hábme
alle^gro#hápmi	alle^gro#hábme
hálddahus#hápmi	háldahus#hábme
ráđđehus#hápmi	ráddehus#hábme
kásus#hápmi	kásus#hábme
jietnadat#hápmi	jiednadat#hábme
gieldda#sápmi	gielda#sábme
gái#vuona#sápmi	gáj#vuona#sábme
mearra#sápmi	mierra#sábme
árra#sápmi	árra#sábme
skoalta#sápmi	skoallta#sábme
nuorta#sápmi	nuortta#sábme
mátta#sápmi	mátta#sábme
badje#sápmi	badje#sábme
lulli#sápmi	lulle#sábme
bihte#sápmi	bihte#sábme
johtti#sápmi	jåhtte#sábme
davvi#sápmi	davve#sábme
orjješ#sápmi	årjesj#sábme
oarjel#sápmi	oarjjel#sábme
bihton#sápmi	bihtun#sábme
bihtán#sápmi	bihtán#sábme
árra#vuođđo#sápmi	árra#vuoddo#sábme
olles#vearro#sápmi	ålles#vierro#sábme
anár#sápmi	anár#sábme
ánar#sápmi	ánár#sábme
julevu#sápmi	julevu#sábme
julev#sápmi	julev#sábme
skolta#sápmi	skålltå#sábme
leahtto#čopmi	liehtto#tjåbme
albma#ropmi	almma#råbme
badje#reašmi	badje#riessjme
vuolle#reašmi	vuolle#riessjme
fierbme#reašmi	fiermme#riessjme
roavgo#šušmi	roavggo#sjussjme
ieš#doaibmi	iesj#doajmme
fitnodat#doaibmi	fidnudat#doajmme
siida#guoibmi	sijdda#guojmme
seaŋga#guoibmi	sieŋgga#guojmme
riikka#guoibmi	rijka#guojmme
seksuála#guoibmi	seksoála#guojmme
mátke#guoibmi	mátke#guojmme
gálleš#guoibmi	gállesj#guojmme
miel#guoibmi	miel#guojmme
ovttas#bargan#guoibmi	åvtås#barggan#guojmme
árvalan#guoibmi	árvvalan#guojmme
bargo#guoibmi	barggo#guojmme
ovttas#bargo#guoibmi	åvtås#barggo#guojmme
osku#guoibmi	åssko#guojmme
neavttár#guoibmi	nævtár#guojmme
náittos#guoibmi	nájtus#guojmme
álbmot#guoibmi	álmmut#guojmme
veadjo#čuoibmi	viedjo#tjuojmme
badje#vuoibmi	badje#vuojmme
áibme#šalbmi	ájmme#sjalmme
nállo#šalbmi	nállo#sjalmme
veažer#šalbmi	vietjer#sjalmme
veahčer#šalbmi	viehtjer#sjalmme
giđđa#čalbmi	gidda#tjalmme
oalga#čalbmi	oalgga#tjalmme
skielga#čalbmi	skielgga#tjalmme
guolga#čalbmi	guolgga#tjalmme
vuodja#čalbmi	vuodja#tjalmme
gavja#čalbmi	gavjja#tjalmme
jievja#čalbmi	jievjja#tjalmme
suokka#čalbmi	suokka#tjalmme
eana#čalbmi	iena#tjalmme
siehppa#čalbmi	siehppa#tjalmme
supsa#čalbmi	supsa#tjalmme
gassa#čalbmi	gassa#tjalmme
muohta#čalbmi	muohta#tjalmme
vuokta#čalbmi	vuokta#tjalmme
jabbe#čalbmi	jabbe#tjalmme
gáffe#čalbmi	gáffe#tjalmme
káffe#čalbmi	káffe#tjalmme
rigge#čalbmi	rigge#tjalmme
oalge#čalbmi	oalgge#tjalmme
viđje#čalbmi	virjje#tjalmme
bullje#čalbmi	bullje#tjalmme
ele#čalbmi	ele#tjalmme
fierbme#čalbmi	fiermme#tjalmme
suoidne#čalbmi	suojnne#tjalmme
suoldne#čalbmi	suolnne#tjalmme
gordne#čalbmi	gårnne#tjalmme
čáhce#čalbmi	tjáhtse#tjalmme
sálte#čalbmi	sállte#tjalmme
lotte#čalbmi	låtte#tjalmme
beaive#čalbmi	biejvve#tjalmme
arve#čalbmi	arvve#tjalmme
čahkkan#čalbmi	tjahkkan#tjalmme
eanan#čalbmi	ienan#tjalmme
meađđen#čalbmi	miedden#tjalmme
manin#čalbmi	manen#tjalmme
monin#čalbmi	månen#tjalmme
giron#čalbmi	girun#tjalmme
jáffo#čalbmi	jáffo#tjalmme
suotnjo#čalbmi	suodnjo#tjalmme
dahku#čalbmi	dahko#tjalmme
bállo#čalbmi	bállo#tjalmme
máno#čalbmi	máno#tjalmme
sátto#čalbmi	sátto#tjalmme
suonjar#čalbmi	suonjar#tjalmme
vielggadas#čalbmi	vielgadas#tjalmme
ruškkadas#čalbmi	rusjkadas#tjalmme
čuorpmas#čalbmi	tjuormas#tjalmme
ruonas#čalbmi	ruonas#tjalmme
ávnnas#čalbmi	ávnas#tjalmme
gierddos#čalbmi	gierdus#tjalmme
sáme#čiegus#čalbmi	sáme#tjiegus#tjalmme
ceakko#čiegus#čalbmi	tsiekko#tjiegus#tjalmme
gu#čalbmi	gu#tjalmme
guv#čalbmi	guv#tjalmme
skielgá#čalbmi	skielggá#tjalmme
divga#healbmi	divgga#hielmme
gákte#healbmi	gákte#hielmme
albma#ilbmi	almma#ilmme
máj#ilbmi	máj#ilmme
duottar#má^ilbmi	duottar#má^ilmme
čalbme#gulbmi	tjalmme#gulmme
godde#fálbmi	gådde#fálmme
rásse#fálbmi	rásse#fálmme
vuotna#njálbmi	vuodna#njálmme
vuona#njálbmi	vuona#njálmme
gurra#njálbmi	gurra#njálmme
uksa#njálbmi	uksa#njálmme
čoavje#njálbmi	tjoavjje#njálmme
hárre#njálbmi	hárre#njálmme
goahte#njálbmi	goahte#njálmme
máná#goahte#njálbmi	máná#goahte#njálmme
biedjo#njálbmi	biedjo#njálmme
stohpo#njálbmi	ståhpo#njálmme
bisso#njálbmi	bisso#njálmme
korsu#njálbmi	kårsso#njálmme
gálssot#njálbmi	gálsut#njálmme
joga#njálbmi	jågå#njálmme
johka#njálbmi	jåhkå#njálmme
šleađga#fierbmi	sliergga#fiermme
riikka#fierbmi	rijka#fiermme
boatka#fierbmi	boatka#fiermme
nearva#fierbmi	niervva#fiermme
sáide#fierbmi	sájdde#fiermme
roahkke#fierbmi	roahkke#fiermme
heavnni#fierbmi	hievne#fiermme
vihildan#fierbmi	viheldan#fiermme
joddo#fierbmi	jåddo#fiermme
njáŋggo#fierbmi	njáŋgo#fiermme
čuollo#fierbmi	tjuollo#fiermme
geaidno#fierbmi	giejnno#fiermme
juoŋas#fierbmi	juoŋas#fiermme
oahpahus#fierbmi	oahpahus#fiermme
káffe#gieđbmi	káffe#giermme
luonddu#jierbmi	luondo#jiermme
lasta#lieđbmi	lassta#liermme
láikká#guorbmi	lájká#guormme
semulja#surbmi	semulja#surmme
risen#surbmi	risen#surmme
krisen#surbmi	krisen#surmme
ságu#surbmi	ságo#surmme
hávvar#surbmi	hávvar#surmme
dáhpe#dorbmi	dáhpe#dårmme
bargo#dáhpe#dorbmi	barggo#dáhpe#dårmme
sákta#gummi	sákta#gumme
suoskan#gumme	suosskan#gumme
čoavje#námmi	tjoavjje#námme
čoalle#námmi	tjoalle#námme
oktii#suddadeapmi	åktij#suddadeapme
láhka#rievdadeapmi	láhka#rievddadeapme
organiseren#rievdadeapmi	årggåniseren#rievddadeapme
hámádat#rievdadeapmi	hámádat#rievddadeapme
álbmoga#riekte#čielggadeapmi	álmmuga#riekte#tjielgadeapme
álbmot#riekte#čielggadeapmi	álmmut#riekte#tjielgadeapme
váikkuhan#čielggadeapmi	vájkuhan#tjielgadeapme
čuozahus#čielggadeapmi	tjuotsahus#tjielgadeapme
váikkuhus#čielggadeapmi	vájkuhus#tjielgadeapme
mandáhta#juogadeapmi	manddáhta#juogadeapme
bušeahtta#juogadeapmi	busjeahtta#juogadeapme
mandáhtta#juogadeapmi	manddáhtta#juogadeapme
bargguid#juogadeapmi	bargujd#juogadeapme
sohka#beal#juogadeapmi	såhkå#biel#juogadeapme
bargo#juogadeapmi	barggo#juogadeapme
ovddas#vástádus#juogadeapmi	åvdås#vásstádus#juogadeapme
rolla#juogadeapmi	rållå#juogadeapme
meahcce#dádjadeapmi	miehttse#dádjadeapme
re^fleksa#lihkadeapmi	re^fleksa#lihkadeapme
oktanas#lihkadeapmi	åktånas#lihkadeapme
sátne#ráhkadeapmi	sádne#ráhkadeapme
oahppo#neavvo#ráhkadeapmi	oahppo#nievvo#ráhkadeapme
rumaš#loavkadeapmi	rumasj#loavkkadeapme
dearvvašvuođa#iskkadeapmi	diervasjvuoda#iskadeapme
válga#iskkadeapmi	válgga#iskadeapme
oaivila#iskkadeapmi	oajvvela#iskadeapme
giella#iskkadeapmi	giella#iskadeapme
meahce#iskkadeapmi	miehtse#iskadeapme
meahci#iskkadeapmi	miehtse#iskadeapme
oaivil#iskkadeapmi	oajvvel#iskadeapme
giella#geavahan#iskkadeapmi	giella#gievahan#iskadeapme
virge#nammadeapmi	virgge#nammadeapme
ráđđen#duohtadeapmi	rádden#duohtadeapme
ieš#ruhtadeapmi	iesj#ruhtadeapme
ovda#eastadeapmi	åvddå#iesstadeapme
filbma#buvttadeapmi	filmma#buvtadeapme
girje#buvttadeapmi	girjje#buvtadeapme
mielke#buvttadeapmi	mielkke#buvtadeapme
sátne#buvttadeapmi	sádne#buvtadeapme
badjel#meare#buvttadeapmi	badjel#miere#buvtadeapme
liegga#čáhce#buvttadeapmi	liegga#tjáhtse#buvtadeapme
borramuš#buvttadeapmi	bårråmusj#buvtadeapme
biergo#buvttadeapmi	bierggo#buvtadeapme
oahppo#neavvo#buvttadeapmi	oahppo#nievvo#buvtadeapme
oahppo#neavvu#buvttadeapmi	oahppo#nievvo#buvtadeapme
árvo#buvttadeapmi	árvvo#buvtadeapme
pellets#buvttadeapmi	pellets#buvtadeapme
bálvalus#buvttadeapmi	bálvvalus#buvtadeapme
ođđa#buvttadeapmi	åddå#buvtadeapme
kultur#deaivvadeapmi	kultur#diejvadeapme
produkta#ovddideapmi	prådukta#åvdedeapme
ealáhus#ovddideapmi	æláhus#åvdedeapme
streif#lágideapmi	strejf#lágedeapme
ođđasis#lágideapmi	åddåsis#lágedeapme
čeabet#galljideapmi	tjiebet#galljedeapme
áibmo#nuoskkideapmi	ájmmo#nuoskedeapme
stáhta#galledeapmi	stáhta#galledeapme
ieš#mearrideapmi	iesj#mierredeapme
miel#mearrideapmi	miel#mierredeapme
nubbái#fievrrideapmi	nubbáj#fievredeapme
márkan#fievrredeapmi	márkkan#fievredeapme
res^kontro#fievrrideapmi	res^kåntro#fievredeapme
seksuála#givssideapmi	seksoála#givsedeapme
eana#mihtideapmi	iena#mihtedeapme
satelihtta#mihtideapmi	satelihtta#mihtedeapme
gozihan#mihtideapmi	gåtsehan#mihtedeapme
eanan#mihtideapmi	ienan#mihtedeapme
bággo#pántideapmi	bággo#pánttedeapme
olmmoš#govvideapmi	ålmusj#gåvvedeapme
rádje#rasttildeapmi	rádje#rasteldeapme
dálve#vánddardeapmi	dálvve#vándardeapme
ultra^violeahtta#suonjardeapmi	ultra^violeahtta#suonjardeapme
ultra^violehtta#suonjardeapmi	ultra^violehtta#suonjardeapme
boahtin#suonjardeapmi	boahten#suonjardeapme
jođihan#áŋgirdeapmi	jådehan#áŋggerdeapme
ieš#ipmirdeapmi	iesj#ibmerdeapme
fáhtehus#vuođđudeapmi	fáhtehus#vuoddudeapme
beaivváš#sevnnjodeapmi	bæjvásj#sevnjudeapme
mánno#sevnnjodeapmi	mánno#sevnjudeapme
sis#vuohčudeapmi	sis#vuohtjudeapme
el-rávdnje#dálkkodeapmi	el-rávnnje#dálkudeapme
roahta#čoaskudeapmi	roahta#tjoasskudeapme
rámma#juolludeapmi	rámma#juolludeapme
ruhta#juolludeapmi	ruhta#juolludeapme
prošeakta#ruhta#juolludeapmi	prosjækta#ruhta#juolludeapme
deaksta#meannudeapmi	dieksta#miennudeapme
ášše#meannudeapmi	ássje#miennudeapme
guovtte#ceahkke#meannudeapmi	guovte#tsiehkke#miennudeapme
sátne#meannudeapmi	sádne#miennudeapme
gearregastin#meannudeapmi	gierregastin#miennudeapme
gáiddus#gažadeapmi	gájdus#gatjádeapme
oktii#nordadeapmi	åktij#nårddådeapme
luossa#golgadeapmi	luossa#gålggådeapme
áhpe#golgadeapmi	áhpe#gålggådeapme
nálle#vealaheapme	nálle#vielaheapme
nálle#vealaheapmi	nálle#vielaheapme
mánna#fuolaheapmi	mánna#fuolaheapme
vearjo#nuolaheapmi	vierjjo#nuolaheapme
gássa#áhcaheapmi	gássa#áhtsaheapme
dávge#áhcaheapmi	dávgge#áhtsaheapme
doaba#geavaheapmi	dåba#gievaheapme
giella#geavaheapmi	giella#gievaheapme
are^ála#geavaheapmi	are^ála#gievaheapme
jietna#geavaheapmi	jiedna#gievaheapme
eana#geavaheapmi	iena#gievaheapme
doahpa#geavaheapmi	doahpa#gievaheapme
resursa#geavaheapmi	resursa#gievaheapme
resurssa#geavaheapmi	resurssa#gievaheapme
ruhta#geavaheapmi	ruhta#gievaheapme
vuovde#geavaheapmi	vuovdde#gievaheapme
vuovdi#geavaheapmi	vuovdde#gievaheapme
darfe#geavaheapmi	darffe#gievaheapme
áige#geavaheapmi	ájgge#gievaheapme
sadje#geavaheapmi	sadje#gievaheapme
váikkuhan#gaska#oapme#geavaheapmi	vájkuhan#gasska#oabme#gievaheapme
meahcce#geavaheapmi	miehttse#gievaheapme
sáme#giel#geavaheapmi	sáme#giel#gievaheapme
badjel#geavaheapmi	badjel#gievaheapme
vuollel#geavaheapmi	vuollel#gievaheapme
are^ál#geavaheapmi	are^ál#gievaheapme
eanan#geavaheapmi	ienan#gievaheapme
mobil#telefun#geavaheapmi	måbel#telefun#gievaheapme
guohton#geavaheapmi	guohtun#gievaheapme
guohtun#geavaheapmi	guohtun#gievaheapme
luonddu#geavaheapmi	luondo#gievaheapme
boastto#geavaheapmi	boasto#gievaheapme
veahkke#neavvo#geavaheapmi	viehkke#nievvo#gievaheapme
veahkke#neavvu#geavaheapmi	viehkke#nievvo#gievaheapme
bivdo#neavvo#geavaheapmi	bivddo#nievvo#gievaheapme
bivdo#neavvu#geavaheapmi	bivddo#nievvo#gievaheapme
vikar#geavaheapmi	vikár#gievaheapme
ealáhus#geavaheapmi	æláhus#gievaheapme
riggodat#geavaheapmi	riggudat#gievaheapme
meahcce#riggodat#geavaheapmi	miehttse#riggudat#gievaheapme
govastat#geavaheapmi	gåvåstat#gievaheapme
eanet#geavaheapmi	ienet#gievaheapme
ieš#dieđiheapmi	iesj#diedeheapme
buohccin#dieđiheapmi	buohttsen#diedeheapme
eret#válddiheapmi	eret#váldeheapme
girdi#jođiheapmi	girdde#jådeheapme
eret#vuojeheapmi	eret#vuojeheapme
miella#čájeheapmi	miella#tjájeheapme
oktii#beaškkeheapmi	åktij#biesjkeheapme
oktii#beaškkiheapmi	åktij#biesjkeheapme
sisa#bahkkeheapmi	sisa#bahkkeheapme
sisa#báhkkeheapmi	sisa#báhkkeheapme
vuoste#falleheapmi	vuosste#falleheapme
heagga#čáliheapmi	hiegga#tjáleheapme
olggos#čáliheapmi	ålgus#tjáleheapme
veagadat#čáliheapmi	viegadat#tjáleheapme
veahkadat#čáliheapmi	viehkadat#tjáleheapme
válddi#gomiheapmi	válde#gåmeheapme
gitta#joriheapmi	gitta#jåreheapme
rádje#guođoheapmi	rádje#guoduheapme
geasse#guođoheapmi	giesse#guoduheapme
geassi#guođoheapmi	giesse#guoduheapme
boazo#guođoheapmi	boatso#guoduheapme
eana#láigoheapmi	iena#lájgguheapme
eana#bihttá#láigoheapmi	iena#bihttá#lájgguheapme
miel#váikkuheapmi	miel#vájkuheapme
čiegus#váikkuheapmi	tjiegus#vájkuheapme
ruvttuid#almmuheapmi	ruvtujd#almuheapme
heagga#roasmmoheapmi	hiegga#roasmuheapme
diehto#lonuheapmi	diehto#lånuheapme
investeren#luoittuheapmi	invvesteren#luojtuheapme
válga#čađaheapme	válgga#tjadáheapme
válga#čađaheapmi	válgga#tjadáheapme
veagal#čađaheapmi	viegal#tjadáheapme
náitos#vihaheapmi	nájttus#viháheapme
fitnodat#logaheapmi	fidnudat#lågåheapme
ekonomiija#hálddašeapmi	ekunomijja#háldatjeapme
are^ála#hálddašeapmi	are^ála#háldatjeapme
eana#hálddašeapmi	iena#háldatjeapme
resursa#hálddašeapmi	resursa#háldatjeapme
luossa#hálddašeapmi	luossa#háldatjeapme
stáhta#hálddašeapmi	stáhta#háldatjeapme
vuovde#hálddašeapmi	vuovdde#háldatjeapme
vuovdi#hálddašeapmi	vuovdde#háldatjeapme
guolle#hálddašeapmi	guolle#háldatjeapme
nálle#hálddašeapmi	nálle#háldatjeapme
bora#spire#hálddašeapmi	bårå#spire#háldatjeapme
ieš#hálddašeapmi	iesj#háldatjeapme
are^ál#hálddašeapmi	are^ál#háldatjeapme
eanan#hálddašeapmi	ienan#háldatjeapme
diehto#juohkin#hálddašeapmi	diehto#juohken#háldatjeapme
guohton#hálddašeapmi	guohtun#háldatjeapme
guohtun#hálddašeapmi	guohtun#háldatjeapme
fuođđo#hálddašeapmi	fuoddo#háldatjeapme
fuođđu#hálddašeapmi	fuoddo#háldatjeapme
luonddu#hálddašeapmi	luondo#háldatjeapme
boazo#doallo#hálddašeapmi	boatso#doallo#háldatjeapme
kultur#muito#hálddašeapmi	kultur#mujtto#háldatjeapme
guolástus#hálddašeapmi	guolástus#háldatjeapme
biras#hálddašeapmi	birás#háldatjeapme
opmodat#hálddašeapmi	åbmudat#háldatjeapme
fuorra#gávppašeapmi	fuorra#gávpatjeapme
luossa#gávppašeapmi	luossa#gávpatjeapme
olmmoš#gávppašeapmi	ålmusj#gávpatjeapme
nisson#gávppašeapmi	nissun#gávpatjeapme
gálvo#gávppašeapmi	gálvvo#gávpatjeapme
pomor#gávppašeapmi	påmur#gávpatjeapme
báikkis#gávppašeapmi	bájkes#gávpatjeapme
fuorrá#gávppašeapmi	fuorrá#gávpatjeapme
duogáš#guldaleapmi	duogásj#gulldaleapme
importa#suodjaleapmi	imppurta#suodjaleapme
elliid#suodjaleapmi	ellijd#suodjaleapme
vuovde#suodjaleapmi	vuovdde#suodjaleapme
vuovdi#suodjaleapmi	vuovdde#suodjaleapme
riekte#suodjaleapmi	riekte#suodjaleapme
buhtadan#suodjaleapmi	buhtadan#suodjaleapme
luonddu#suodjaleapmi	luondo#suodjaleapme
kultur#muito#suodjaleapmi	kultur#mujtto#suodjaleapme
biras#suodjaleapmi	birás#suodjaleapme
máhtolašvuođa#geahččaleapmi	máhtulasjvuoda#giehttjaleapme
dulka#geahččaleapmi	dulkka#giehttjaleapme
friddja#suohkana#geahččaleapmi	friddja#suohkana#giehttjaleapme
friddja#suohkan#geahččaleapmi	friddja#suohkan#giehttjaleapme
dulkon#geahččaleapmi	dulkkun#giehttjaleapme
bargo#geahččaleapmi	barggo#giehttjaleapme
oktii#beaškaleapmi	åktij#biessjkaleapme
čalbme#ravkaleapmi	tjalmme#ravkkaleapme
ieš#biehttaleapmi	iesj#biehttaleapme
bajás#čuožžileapmi	bajás#tjuodtjeleapme
eret#vádjoleapmi	eret#vádjuleapme
álbmot#vádjoleapmi	álmmut#vádjuleapme
suddui#jorraleapmi	sudduj#jårråleapme
skiipa#cuovkaneapmi	skijppa#tsuovkkaneapme
ekosystema#lahkoneapmi	ekusystema#lahkuneapme
beaive#badjáneapmi	biejvve#badjáneapme
bajás#badjáneapmi	bajás#badjáneapme
borran#hárjáneapmi	bårrån#hárjjáneapme
bargo#hárjáneapmi	barggo#hárjjáneapme
álbmoga#lassáneapmi	álmmuga#lassáneapme
ássiid#lassáneapmi	ássijd#lassáneapme
álbmot#lassáneapmi	álmmut#lassáneapme
bálká#lassáneapmi	bálkká#lassáneapme
giella#ovdáneapmi	giella#åvddåneapme
riekte#ovdáneapmi	riekte#åvddåneapme
riekti#ovdáneapmi	riekte#åvddåneapme
kultur#ovdáneapmi	kultur#åvddåneapme
ealáhus#ovdáneapmi	æláhus#åvddåneapme
luohkká#biras#ovdáneapmi	luohkká#birás#åvddåneapme
servvodat#ovdáneapmi	servudat#åvddåneapme
servodat#ovdáneapmi	servvudat#åvddåneapme
ealáhus#juohkáseapmi	æláhus#juohkáseapme
ávnnas#molsaseapmi	ávnas#målssåseapme
vuorro#hálešteapmi	vuorro#hálesjteapme
riekte#árvvošteapmi	riekte#árvusjteapme
njuolgga#čievččasteapmi	njuolga#tjievtjasteapme
čiehka#čievččasteapmi	tjiehka#tjievtjasteapme
viđa#mehter#čievččasteapmi	vida#mehter#tjievtjasteapme
ráŋggáštus#čievččasteapmi	ráŋgásjtus#tjievtjasteapme
maŋos#čievččasteapmi	maŋus#tjievtjasteapme
veagal#oamasteapmi	viegal#åmasteapme
álgo#jienasteapmi	álggo#jienasteapme
álbmot#jienasteapmi	álmmut#jienasteapme
sisa#bálkesteapmi	sisa#bálkkesteapme
bággo#lonisteapmi	bággo#lånesteapme
kultur#gaskkusteapmi	kultur#gaskusteapme
sátne#viđásteapmi	sádne#vidásteapme
njuovčča#lahkásteapmi	njuovtja#lahkásteapme
eana#vuollásteapmi	iena#vuollásteapme
dolge#vuogga#guolásteapmi	dålgge#vuogga#guolásteapme
áhpe#guolásteapmi	áhpe#guolásteapme
asto#guolásteapmi	assto#guolásteapme
suohka#nuohtásteapmi	suohka#nuohtásteapme
bealle#guomáidupmi	bielle#guomájdupme
meannudan#dagaldupmi	miennudan#dagáldupme
geahččan#dagaldupmi	giehttjan#dagáldupme
miella#giddejupmi	miella#giddejupme
olahahttivuođa#muddejupmi	ålåhahttivuoda#muddejupme
giella#áddejupmi	giella#áddejupme
riekte#áddejupmi	riekte#áddejupme
riekti#áddejupmi	riekte#áddejupme
ieš#áddejupmi	iesj#áddejupme
luonddu#áddejupmi	luondo#áddejupme
boastto#áddejupmi	boasto#áddejupme
boasttu#áddejupmi	boasto#áddejupme
kultur#áddejupmi	kultur#áddejupme
eaiggáduššan#ráđđejupmi	æjgádussjan#ráddejupme
báhcán#ráđđejupmi	báhtsán#ráddejupme
okto#ráđđejupmi	åkto#ráddejupme
eaiggát#ráđđejupmi	æjgát#ráddejupme
ieš#birgejupmi	iesj#birggejupme
bures#birgejupmi	bures#birggejupme
gieldda#válljejupmi	gielda#válljejupme
muitui#merkejupmi	mujttuj#merkkejupme
lassi#skuvlejupmi	lasse#skuvllejupme
ieš#stivrejupmi	iesj#stivrrejupme
doaibma#hehttejupmi	doajmma#hehttejupme
doaimmas#hehttejupmi	doajmas#hehttejupme
oktii#heivejupmi	åktij#hejvvejupme
kultur#bálkkašupmi	kultur#bálkatjupme
sierra#mearkkašupmi	sierra#mierkatjupme
relikta#mearkkašupmi	relekta#mierkatjupme
gilvo#botnjašupmi	gilvvo#bådnjåtjupme
dásse#molsašupmi	dásse#målssåtjupme
ándagassii#addojupmi	ánddagassij#addujupme
vuostá#váldojupmi	vuosstá#válldujupme
badjel#gehččojupmi	badjel#gehttjujupme
albma#buktojupmi	almma#buktujupme
ovdan#buktojupmi	åvddån#buktujupme
sierra#ovdánupmi	sierra#åvddånupme
are^ála#beroštupmi	are^ála#berusjtupme
kapital#beroštupmi	kapetal#berusjtupme
are^ál#beroštupmi	are^ál#berusjtupme
geavahan#beroštupmi	gievahan#berusjtupme
luonddu#suodjalan#beroštupmi	luondo#suodjalan#berusjtupme
váidin#beroštupmi	vájdden#berusjtupme
olgunastin#beroštupmi	ålggunastin#berusjtupme
eana#doallo#beroštupmi	iena#doallo#berusjtupme
boazo#doallo#beroštupmi	boatso#doallo#berusjtupme
kultur#muito#beroštupmi	kultur#mujtto#berusjtupme
ealáhus#beroštupmi	æláhus#berusjtupme
guolástus#beroštupmi	guolástus#berusjtupme
servodat#beroštupmi	servvudat#berusjtupme
eami#álbmot#beroštupmi	ieme#álmmut#berusjtupme
njeašše#gávdnostupmi	njiessje#gávnnustupme
biepmus#nuppástupmi	biebmus#nuppástupme
soahte#doaibma#ovttastupmi	soahte#doajmma#åvtåstupme
ieš#ráđđen#ovttastupmi	iesj#rádden#åvtåstupme
guolástus#dikšun#ovttastupmi	guolástus#diksjun#åvtåstupme
oasus#ovttastupmi	oasus#åvtåstupme
lohkan#adni	låhkån#addne
beahce#badni	biehtse#baddne
čuoikka#eadni	tjuojka#ieddne
gáica#eadni	gájttsa#ieddne
sávza#eadni	sávttsa#ieddne
sealge#eadni	sielgge#ieddne
čalbme#eadni	tjalmme#ieddne
miese#eadni	miese#ieddne
áldu#eadni	álldo#ieddne
biebmo#eadni	biebbmo#ieddne
mies#eadni	mies#ieddne
iđus#eadni	idus#ieddne
rist#eadni	rist#ieddne
gásta#rist#eadni	gássta#rist#ieddne
doalle#rist#eadni	doalle#rist#ieddne
doalli#rist#eadni	doalle#rist#ieddne
márfe#skidni	márffe#skiddne
čoavje#skidni	tjoavjje#skiddne
eahpe#gudni	iehpe#guddne
stággo#rudni	stággo#ruddne
meara#bodni	miera#båddne
jávrre#bodni	jávre#båddne
eatnan#bodni	iednan#båddne
gárggo#bodni	gárgo#båddne
deano#bodni	dieno#båddne
sátto#bodni	sátto#båddne
joga#bodni	jågå#båddne
čiehka#bátni	tjiehka#bádne
mátta#bátni	mátta#bádne
gáibe#bátni	gájbbe#bádne
badje#bátni	badje#bádne
vuolle#bátni	vuolle#bádne
čalbme#bátni	tjalmme#bádne
oaive#bátni	oajvve#bádne
jámeš#bátni	jámesj#bádne
heavval#bátni	hievval#bádne
oalol#bátni	oalul#bádne
gelendar#bátni	gelendar#bádne
máttat#bátni	máttat#bádne
ovda#bátni	åvddå#bádne
čoavdda#sátni	tjoavda#sádne
šládja#sátni	sládja#sádne
doarjja#sátni	doarja#sádne
initiála#sátni	inetiála#sádne
loatna#sátni	loadna#sádne
lakta#sátni	lakta#sádne
sátta#sátni	sátta#sádne
garvva#sátni	garva#sádne
niibe#sátni	nijbbe#sádne
árbe#sátni	árbbe#sádne
ipmil#sátni	ibmel#sádne
dearvvahan#sátni	diervahan#sádne
ásahan#sátni	ásáhan#sádne
gahčan#sátni	gahtjan#sádne
suopman#sátni	suobman#sádne
gieldin#sátni	giellden#sádne
ohcan#sátni	åhtsån#sádne
vuođđo#sátni	vuoddo#sádne
álgo#sátni	álggo#sádne
lohko#sátni	låhko#sádne
lohku#sátni	låhko#sádne
vuorro#lohko#sátni	vuorro#låhko#sádne
bilko#sátni	bilkko#sádne
garru#sátni	garro#sádne
vierro#sátni	vierro#sádne
vuorro#sátni	vuorro#sádne
muito#sátni	mujtto#sádne
árvo#sátni	árvvo#sádne
ruohtas#sátni	ruohtas#sádne
čuorvvas#sátni	tjuorvas#sádne
vieris#sátni	vieres#sádne
goallos#sátni	goallus#sádne
ovda#sátni	åvddå#sádne
