sálvi^a	sálvve^a
áibmo#bázzi	ájmmo#bádtse
muito#bázzi	mujtto#bádtse
govva#bázzi	gåvvå#bádtse
gázzi	gádtse
noaide#gázzi	noajdde#gádtse
guolástus#gázzi	guolástus#gádtse
vázzi	vádtse
suorbma#vázzi	suormma#vádtse
ovdan#vázzi	åvddån#vádtse
boazo#vázzi	boatso#vádtse
goahte#gas#vázzi	goahte#gas#vádtse
skovlá#vázzi	skåvllå#vádtse
oahci	oahtse
korálla#oahci	kårålla#oahtse
gárggo#oahci	gárgo#oahtse
beahci	biehtse
juovla#beahci	juovlla#biehtse
sákkin#beahci	sákken#biehtse
dulpo#beahci	dulppo#biehtse
čeahci	tjiehtse
bihci	bihtse
deagga#cihci	diegga#tsihtse
sieđga#cihci	siergga#tsihtse
hoašša#cihci	hoassja#tsihtse
suovka#cihci	suovkka#tsihtse
uhca#cihci	uhtsa#tsihtse
miestta#cihci	miesta#tsihtse
nuorta#cihci	nuortta#tsihtse
ruovde#cihci	ruovdde#tsihtse
deagge#cihci	diegge#tsihtse
golle#cihci	gålle#tsihtse
gordne#cihci	gårnne#tsihtse
beibboš#cihci	bejbusj#tsihtse
bealdo#cihci	bielldo#tsihtse
šilljo#cihci	sjilljo#tsihtse
fiskes#cihci	fisskes#tsihtse
ránes#cihci	ránes#tsihtse
ruoná#cihci	ruoná#tsihtse
ruhci	ruhtse
áhci	áhtse
bihce#báhce	bihtse#báhtse
čáhci	tjáhtse
váiga#čáhci	vájgga#tjáhtse
sávja#čáhci	sávjja#tjáhtse
reatka#čáhci	rietka#tjáhtse
minerála#čáhci	minerála#tjáhtse
meara#čáhci	miera#tjáhtse
stuora#čáhci	stuora#tjáhtse
muohta#čáhci	muohta#tjáhtse
luoitta#čáhci	luojta#tjáhtse
sáiva#čáhci	sájvva#tjáhtse
badje#čáhci	badje#tjáhtse
guolle#čáhci	guolle#tjáhtse
čalbme#čáhci	tjalmme#tjáhtse
bodne#čáhci	båddne#tjáhtse
soarre#čáhci	soarre#tjáhtse
sálte#čáhci	sállte#tjáhtse
arve#čáhci	arvve#tjáhtse
bajáš#čáhci	bajásj#tjáhtse
njálgga#hái#čáhci	njálga#háj#tjáhtse
bassan#čáhci	bassan#tjáhtse
loktin#čáhci	låkten#tjáhtse
bivdo#čáhci	bivddo#tjáhtse
vuorro#čáhci	vuorro#tjáhtse
ostu#čáhci	åssto#tjáhtse
bázahas#čáhci	bátsáhas#tjáhtse
báttas#čáhci	báttas#tjáhtse
luovos#čáhci	luovus#tjáhtse
rovus#čáhci	råvus#tjáhtse
reatká#čáhci	rætká#tjáhtse
lahcá#čáhci	lahtsá#tjáhtse
fiervá#čáhci	fiervvá#tjáhtse
lovtta#čáhci	låvtå#tjáhtse
coakci	tsoaktse
suotna#coakci	suodna#tsoaktse
veardidan#coakci	vierddedan#tsoaktse
njeakci	njiektse
reakci	riektse
gákci	gáktse
okci	åktse
cecce	tsettse
oahcci	oahttse
goahcci	goahttse
meahcci	miehttse
muorra#meahcci	muorra#miehttse
geađge#meahcci	giergge#miehttse
muorje#meahcci	muorjje#miehttse
álbmotlaš#meahcci	álmmutlasj#miehttse
oktasaš#meahcci	åktåsasj#miehttse
áhpásnuvvan#meahcci	áhpásnuvvan#miehttse
luonddu#meahcci	luondo#miehttse
boazo#meahcci	boatso#miehttse
sátto#meahcci	sátto#miehttse
áibmodas#meahcci	ájmmudas#miehttse
álbmot#meahcci	álmmut#miehttse
reahcci	riehttse
gihcci	gihttse
galba#rihcci	galbba#rihttse
buohcci	buohttse
fáhkka#buohcci	fáhkka#buohttse
gáddo#buohcci	gáddo#buohttse
báhcci	báhttse
maŋis#báhcci	maŋes#báhttse
gáhcci	gáhttse
háhcci	háhttse
máhcci	máhttse
ohcci	åhttse
doarjja#ohcci	doarja#åhttse
golle#ohcci	gålle#åhttse
bohcci	båhttse
dipma#bohcci	dibma#båhttse
infiltrašuvdna#bohcci	infeltrasjåvnnå#båhttse
vuokta#bohcci	vuokta#båhttse
suovva#bohcci	suovva#båhttse
beallje#bohcci	biellje#båhttse
suoidne#bohcci	suojnne#båhttse
čáhce#bohcci	tjáhtse#båhttse
pinol#bohcci	pinul#båhttse
bajidan#bohcci	bajedan#båhttse
njamman#bohcci	njamman#båhttse
oljo#bohcci	åljjo#båhttse
sohkar#bohcci	såhkår#båhttse
čájánas#bohcci	tjájánas#båhttse
geahpes#bohcci	giehpes#båhttse
golggiidus#bohcci	gålgijdus#båhttse
iskkus#bohcci	iskus#båhttse
eksos#bohcci	eksus#båhttse
gohcci	gåhttse
alla#gohcci	alla#gåhttse
guolástan#alla#gohcci	guolástan#alla#gåhttse
vuovde#gohcci	vuovdde#gåhttse
vuovdi#gohcci	vuovdde#gåhttse
cohcci	tsåhttse
buici	bujttse
juice	jujttse
cáici	tsájttse
njoalci	njoalttse
šnjoalci	sjnjoalttse
bulci	bulttse
culci	tsulttse
stellen#culci	stellen#tsulttse
merren#culci	merren#tsulttse
el-culci	el-tsulttse
janzi	janttse
goanzi	goanttse
šloanci	sloanttse
roanci	roanttse
leanzi	lienttse
šleanci	slienttse
šleanzi	slienttse
reanzi	rienttse
veanzi	vienttse
linci	linttse
šlinzi	slinttse
rinzi	rinttse
bunci	bunttse
banan#bunci	banán#bunttse
runzi	runttse
ránce	ránttse
ránci	ránttse
hearci	hierttse
birzi	birttse
gurci	gurttse
sturci	sturttse
geavzi	gievttse
livzi	livttse
rivzi	rivttse
juovzi	juovttse
gávzi	gávttse
bizebáze	bitsebátse
laktose	laktuse
čalbme#láse	tjalmme#láse
stuoridan#láse	stuoredan#láse
čájehan#láse	tjájehan#láse
goahti	goahte
loavdda#goahti	loavda#goahte
čivga#goahti	tjivgga#goahte
siedja#goahti	siedja#goahte
guovžža#goahti	guovtja#goahte
suorbma#goahti	suormma#goahte
muohta#goahti	muohta#goahte
sávzzaid#goahti	sávtsajd#goahte
omiid#goahti	åmijd#goahte
darfe#goahti	darffe#goahte
badje#goahti	badje#goahte
beallje#goahti	biellje#goahte
lavdnje#goahti	lavnnje#goahte
oapme#goahti	oabme#goahte
áibme#goahti	ájmme#goahte
goahcce#goahti	goahttse#goahte
heahte#goahti	hiehte#goahte
nuohtte#goahti	nuohtte#goahte
vuoiŋŋaš#goahti	vuojŋasj#goahte
siepman#goahti	siebman#goahte
heđen#goahti	heden#goahte
čogu#goahti	tjågo#goahte
nállo#goahti	nállo#goahte
riipo#goahti	rijppo#goahte
lávvo#goahti	lávvo#goahte
liemas#goahti	liemas#goahte
iđus#goahti	idus#goahte
máná#goahti	máná#goahte
vovdna#goahti	våvnnå#goahte
moahti	moahte
lodde#moahti	lådde#moahte
bárbmo#moahti	bármmo#moahte
soahti	soahte
friddjavuođa#soahti	friddjavuoda#soahte
koloniija#soahti	kålunijja#soahte
atoma#soahti	atuma#soahte
má#ilmme#soahti	má#ilme#soahte
má#ilmmi#soahti	má#ilme#soahte
njálbme#soahti	njálmme#soahte
siskkáldas#soahti	siskáldas#soahte
orut#soahti	årut#soahte
heahti	hiehte
heakka#heahti	hiekka#hiehte
nealggi#heahti	nielge#hiehte
sátne#heahti	sádne#hiehte
čáhce#heahti	tjáhtse#hiehte
čáze#heahti	tjátse#hiehte
borramuš#heahti	bårråmusj#hiehte
jápmin#heahti	jábmen#hiehte
ásodat#heahti	ásudat#hiehte
dolla#heahti	dållå#hiehte
dola#heahti	dålå#hiehte
miehti	miehte
neahti	niehte
geađge#neahti	giergge#niehte
vihti	vihte
juovka#vihti	juovkka#vihte
ruosta#vihti	ruossta#vihte
vuotta#vihti	vuotta#vihte
deaške#vihti	diessjke#vihte
suoidne#vihti	suojnne#vihte
guhkes#vihti	guhkes#vihte
guohti	guohte
čuohti	tjuohte
jahke#čuohti	jahke#tjuohte
luohti	luohte
heavy#luohti	hievy#luohte
čuhti	tjuhte
áhti	áhte
báhti	báhte
gáranas#báhti	gáránas#báhte
jáhti	jáhte
lohti	låhte
mohti	måhte
sohti	såhte
nieida#sohti	niejdda#såhte
eitte	ejte
lakti	lakte
oakti	oakte
baján#oakti	baján#oakte
nager#oakti	nager#oakte
nagir#oakti	nager#oakte
loakti	loakte
ozon#loakti	åtsun#loakte
riekti	riekte
allavuođa#riekti	allavuoda#riekte
gaska#riekti	gasska#riekte
alla#riekti	alla#riekte
regála#riekti	regála#riekte
eana#riekti	iena#riekte
leana#riekti	liena#riekte
stáhta#riekti	stáhta#riekte
hoavva#riekti	hoavva#riekte
buohkaid#riekti	buohkajd#riekte
vuolle#riekti	vuolle#riekte
láhka#mánne#riekti	láhka#mánne#riekte
akto#gávpe#riekti	akto#gávppe#riekte
okto#gávpe#riekti	åkto#gávppe#riekte
čáhce#riekti	tjáhtse#riekte
gihli#gotte#riekti	gihle#gåtte#riekte
romálaš#riekti	råmålasj#riekte
olmmoš#riekti	ålmusj#riekte
njuolgga#eaiggáduššan#riekti	njuolga#æjgádussjan#riekte
dutkan#riekti	dutkan#riekte
eanan#riekti	ienan#riekte
árvvoštan#riekti	árvusjtan#riekte
bajit#árvvoštan#riekti	bajet#árvusjtan#riekte
bággo#lonistan#riekti	bággo#lånestan#riekte
mearridan#oassálastin#riekti	mierredan#oassálastin#riekte
vearuiduhttin#riekti	vierujduhttin#riekte
bivdo#riekti	bivddo#riekte
oadjo#riekti	oadjo#riekte
akto#riekti	akto#riekte
okto#riekti	åkto#riekte
romár#riekti	råmår#riekte
siskkáldas#riekti	siskáldas#riekte
alimus#riekti	alemus#riekte
almennet#riekti	almennet#riekte
álbmot#riekti	álmmut#riekte
gávpot#riekti	gávpput#riekte
føy^dalriekti	føy^dalriekte
seakti	siekte
luokti	luokte
guolle#luokti	guolle#luokte
biebman#luokti	biebbman#luokte
biergo#luokti	bierggo#luokte
dávda#bukti	dávdda#bukte
lukti	lukte
ája#lukti	ája#lukte
juovka#lukti	juovkka#lukte
áibme#lukti	ájmme#lukte
suoidne#lukti	suojnne#lukte
čáhce#lukti	tjáhtse#lukte
bákte#lukti	bákte#lukte
čuvges#lukti	tjuvgges#lukte
ránes#lukti	ránes#lukte
čáhppes#lukti	tjáhppes#lukte
rivot#lukti	rivut#lukte
bákti	bákte
monne#bákti	månne#bákte
vuođđo#bákti	vuoddo#bákte
heŋgo#bákti	heŋggo#bákte
heaŋggo#bákti	hieŋgo#bákte
ceakko#bákti	tsiekko#bákte
livttes#bákti	livtes#bákte
dákti	dákte
ađa#dákti	ada#dákte
mielga#dákti	mielgga#dákte
njuovčča#dákti	njuovtja#dákte
suorbma#dákti	suormma#dákte
nierra#dákti	nierra#dákte
ruossa#dákti	ruossa#dákte
gazza#dákti	gadtsa#dákte
vuovzza#dákti	vuovtsa#dákte
mátta#dákti	mátta#dákte
beađbe#dákti	bierbbe#dákte
skoađđe#dákti	skoadde#dákte
oalge#dákti	oalgge#dákte
čielge#dákti	tjielgge#dákte
goike#dákti	gåjkke#dákte
sille#dákti	sille#dákte
guole#dákti	guole#dákte
gulbme#dákti	gulmme#dákte
smarbme#dákti	smarmme#dákte
luome#dákti	luome#dákte
bátne#dákti	bádne#dákte
njunne#dákti	njunne#dákte
jorre#dákti	jårre#dákte
jorri#dákti	jårre#dákte
veakse#dákti	viekse#dákte
cuove#dákti	tsuove#dákte
oaive#dákti	oajvve#dákte
cuovve#dákti	tsuovve#dákte
čoarve#dákti	tjoarvve#dákte
geađaš#dákti	giedasj#dákte
gazzal#dákti	gadtsal#dákte
ágil#dákti	ágel#dákte
áhkil#dákti	áhkel#dákte
ákkil#dákti	ákkel#dákte
oalol#dákti	oalul#dákte
spiral#dákti	spirál#dákte
čohkkán#dákti	tjåhkkån#dákte
boallo#dákti	boallo#dákte
gullu#dákti	gullo#dákte
gállo#dákti	gállo#dákte
njiehcahas#dákti	njiehtsahas#dákte
juolge#ruohtas#dákti	juolgge#ruohtas#dákte
bužes#dákti	butjes#dákte
bužos#dákti	butjus#dákte
guppos#dákti	guppus#dákte
čeabet#dákti	tjiebet#dákte
sehpet#dákti	sehpet#dákte
erttet#dákti	ertet#dákte
láikká#dákti	lájká#dákte
váhkká#dákti	váhkká#dákte
šáiká#dákti	sjájkká#dákte
gákti	gákte
viha#gákti	viha#gákte
meassa#gákti	miessa#gákte
láđđe#gákti	ládde#gákte
moraš#gákti	måråsj#gákte
almmái#gákti	almáj#gákte
jorggo#gákti	jårgo#gákte
jorggu#gákti	jårgo#gákte
lávččo#gákti	lávtjo#gákte
girko#gákti	girkko#gákte
kirko#gákti	kirkko#gákte
fielti	fiellte
jielti	jiellte
čielti	tjiellte
vielti	viellte
várre#vielti	várre#viellte
filte	fillte
sulti	sullte
gieđa#vuol#bálti	gieda#vuol#bállte
hálti	hállte
biegga#hálti	biegga#hállte
sálti	sállte
bákte#sálti	bákte#sállte
biebmo#sálti	biebbmo#sállte
destamente	desstamente
testamente	tesstamente
oktavuođa#testamente	åktåvuoda#tesstamente
deastámente	dæsstámente
vuostálasti	vuosstálaste
sihkkarasti	sihkkaraste
baste	basste
deadja#baste	diedja#basste
teadja#baste	tiedja#basste
stuora#baste	stuora#basste
muorra#baste	muorra#basste
ákse#baste	ákse#basste
čoarve#baste	tjoarvve#basste
oassá#lasti	oassá#lasste
oasti	oasste
sasti	sasste
beste	besste
beasti	biesste
niesti	niesste
giđa#niesti	gida#niesste
sisti	sisste
vilges#sisti	vilgges#sisste
visti	visste
hirsa#visti	hirssa#visste
giehta#duodje#visti	giehta#duodje#visste
galmmihan#visti	galmehan#visste
čoahkkanan#visti	tjoahkkanan#visste
riegádahttin#visti	riegádahttin#visste
čoakkán#visti	tjoakkán#visste
šaddo#visti	sjaddo#visste
váldo#visti	válldo#visste
olgo#visti	ålggo#visste
ealáhus#visti	æláhus#visste
rohkos#visti	råhkus#visste
luiste	lujsste
báiste	bájsste
luosti	luosste
čalbme#luosti	tjalmme#luosste
vuosti	vuosste
jávsti	jávsste
návste	návsste
návsti	návsste
fásti	fásste
lásti	lásste
dáige#lásti	dájgge#lásste
náste	násste
násti	násste
guolbba#násti	guolba#násste
juovla#násti	juovlla#násste
ruossa#násti	ruossa#násste
nuortta#náste	nuorta#násste
nuorta#náste	nuortta#násste
seaibe#násti	siejbbe#násste
boahe#násti	boahe#násste
boahje#násti	boahje#násste
čuovje#násti	tjuovjje#násste
johtti#násti	jåhtte#násste
orru#násti	årro#násste
guovsso#násti	guovso#násste
pop#násti	påp#násste
giddes#násti	giddes#násste
vilges#násti	vilgges#násste
fiskes#násti	fisskes#násste
vajálgeahtes#násti	vajálgeahtes#násste
njoaske#vajálgeahtes#násti	njoasske#vajálgeahtes#násste
bealdo#vajálgeahtes#násti	bielldo#vajálgeahtes#násste
rohto#vajálgeahtes#násti	råhto#vajálgeahtes#násste
beatnat#násti	biednat#násste
alit#násti	alet#násste
raŧŧi	ratte
ruovde#raŧŧi	ruovdde#ratte
uhcidahtti	uhtsedahtte
geardudahtti	gierddudahtte
dálkun#lášmmodahtti	dálkkun#lásjmudahtte
gahtti	gahtte
juogihahtti	juogehahtte
šlahtti	slahtte
mahtti	mahtte
váibmo#arvvosmahtti	vájmmo#arvusmahtte
boahtti	boahtte
sisa#boahtti	sisa#boahtte
ovddal#boahtti	åvdål#boahtte
maŋis#boahtti	maŋes#boahtte
diehtti	diehtte
niehtti	niehtte
duiskka#niehtti	dujska#niehtte
eana#niehtti	iena#niehtte
para#niehtti	para#niehtte
hassel#niehtti	hassel#niehtte
hássel#niehtti	hássel#niehtte
eanan#niehtti	ienan#niehtte
pe^a-niehtti	pe^a-niehtte
riehtti	riehtte
dihtti	dihtte
šihtti	sjihtte
lihtti	lihtte
lákca#lihtti	láktsa#lihtte
gásta#lihtti	gássta#lihtte
alabásta#lihtti	alábásta#lihtte
njalbe#lihtti	njalbbe#lihtte
márfe#lihtti	márffe#lihtte
čáhce#lihtti	tjáhtse#lihtte
liegga#čáhce#lihtti	liegga#tjáhtse#lihtte
sálte#lihtti	sállte#lihtte
sálten#lihtti	sállten#lihtte
lávgo#lihtti	lávggo#lihtte
láirá#lihtti	lájrá#lihtte
skuohtti	skuohtte
muohtti	muohtte
nuohtti	nuohtte
suohka#nuohtti	suohka#nuohtte
kila#nuohtti	kila#nuohtte
luossa#nuohtti	luossa#nuohtte
vihildan#nuohtti	viheldan#nuohtte
nylon#nuohtti	nylun#nuohtte
sáide#soaiko#nuohtti	sájdde#soajkko#nuohtte
feasto#nuohtti	fiessto#nuohtte
reabbá#feasto#nuohtti	ræbbá#fiessto#nuohtte
snoraldat#nuohtti	snåråldat#nuohtte
gáidá#nuohtti	gájddá#nuohtte
sohkka#nuohtti	såhkkå#nuohtte
snora#nuohtti	snårå#nuohtte
ruohtti	ruohtte
áhtti	áhtte
fáhtti	fáhtte
čáhce#fáhtti	tjáhtse#fáhtte
láhtti	láhtte
beđo#ohtte	bedo#åhtte
bohtti	båhtte
johtti	jåhtte
mearra#johtti	mierra#jåhtte
lumma#luoiti	lumma#luojtte
vuoiti	vuojtte
spelleman#vuoiti	spelleman#vuojtte
buiti	bujtte
nuohtte#buiti	nuohtte#bujtte
guite	gujtte
kuite	kujtte
muiti	mujtte
suite	sujtte
áiti	ájtte
leapma#áiti	liebma#ájtte
juolge#áiti	juolgge#ájtte
gordne#áiti	gårnne#ájtte
čuolda#geaš#áiti	tjuollda#giesj#ájtte
lokta#áiti	låktå#ájtte
skáiti	skájtte
stuorra#skáiti	stuorra#skájtte
ribe#skáiti	ribe#skájtte
smáiti	smájtte
sáiti	sájtte
gáldo#sáiti	gálldo#sájtte
finddár#sáiti	findár#sájtte
hanti	hantte
sente	sentte
finte	fintte
vinte	vintte
suonti	suontte
rivgo#suonti	rivggo#suontte
šlánte	slántte
bonte	båntte
gonte	gåntte
smarti	smartte
guolbba#narti	guolba#nartte
ája#narti	ája#nartte
čuolbma#narti	tjuolmma#nartte
jassa#narti	jassa#nartte
muohta#narti	muohta#nartte
miekta#narti	miekta#nartte
jeagge#narti	jiegge#nartte
golle#narti	gålle#nartte
bákte#narti	bákte#nartte
náste#narti	násste#nartte
ihto#narti	ihto#nartte
alit#narti	alet#nartte
boarti	boartte
sarti	sartte
earti	iertte
guorti	guortte
nuorti	nuortte
mátta#nuorti	mátta#nuortte
davve#nuorti	davve#nuortte
suorti	suortte
gurti	gurtte
čurti	tjurtte
smurti	smurtte
bárti	bártte
biila#bárti	bijla#bártte
bargo#bárti	barggo#bártte
dolla#bárti	dållå#bártte
dorte	dårtte
horti	hårtte
juvtte	juvte
ruvtte	ruvte
karate	karáte
ereive	erejve
avvi	avve
šaddo#gearde#avvi	sjaddo#gierdde#avve
dálkkádat#avvi	dálkádat#avve
davvi	davve
nuorta#davvi	nuortta#davve
oarje#davvi	oarjje#davve
oarješ#davvi	oarjjesj#davve
orjješ#davvi	årjesj#davve
njavvi	njavve
goavvi	goavve
roavvi	roavve
beavvi	bievve
bievvi	bievve
skievvi	skievve
reavvi	rievve
ceavvi	tsievve
hivvi	hivve
oaivi	oajvve
biegga#oaivi	biegga#oajvve
skádja#oaivi	skádja#oajvve
guoikka#oaivi	guojka#oajvve
geahppa#oaivi	giehppa#oajvve
cihppa#oaivi	tsihppa#oajvve
gabb#oaivi	gabb#oajvve
ruobb#oaivi	ruobb#oajvve
šlubb#oaivi	slubb#oajvve
speađđ#oaivi	spiedd#oajvve
skuolfe#oaivi	skuolffe#oajvve
ráige#oaivi	rájgge#oajvve
girje#oaivi	girjje#oajvve
čižže#oaivi	tjidtje#oajvve
goržže#oaivi	gårtje#oajvve
lávke#oaivi	lávkke#oajvve
návle#oaivi	návlle#oajvve
eapme#oaivi	iebme#oajvve
liidne#oaivi	lijnne#oajvve
gordne#oaivi	gårnne#oajvve
snarre#oaivi	snarre#oajvve
snorre#oaivi	snårre#oajvve
rásse#oaivi	rásse#oajvve
čáhce#oaivi	tjáhtse#oajvve
čáze#oaivi	tjátse#oajvve
baste#oaivi	basste#oajvve
snog#oaivi	snåg#oajvve
finj#oaivi	finj#oajvve
vinj#oaivi	vinj#oajvve
spaž#oaivi	spatj#oajvve
njavčč#oaivi	njavtjtj#oajvve
skuž#oaivi	skutj#oajvve
rož#oaivi	råtj#oajvve
čal#oaivi	tjal#oajvve
badjel#oaivi	badjel#oajvve
sámel#oaivi	sámel#oajvve
hehppel#oaivi	hehppel#oajvve
námm#oaivi	námm#oajvve
boagan#oaivi	bågan#oajvve
giellan#oaivi	giellan#oajvve
boagán#oaivi	boagán#oajvve
snáldo#oaivi	snálldo#oajvve
boallo#oaivi	boallo#oajvve
ullo#oaivi	ullo#oajvve
biipo#oaivi	bijppo#oajvve
garr#oaivi	garr#oajvve
muorr#oaivi	muorr#oajvve
snuvr#oaivi	snuvr#oajvve
luoikkas#oaivi	luojkas#oajvve
jallas#oaivi	jallas#oajvve
gopmaras#oaivi	gåbmåras#oajvve
njárbes#oaivi	njárbbes#oajvve
galjes#oaivi	galjjes#oajvve
báljes#oaivi	báljjes#oajvve
riekkes#oaivi	riekkes#oajvve
suhkkes#oaivi	suhkkes#oajvve
baskkes#oaivi	baskes#oajvve
čáz#oaivi	tjáts#oajvve
hárát#oaivi	hárát#oajvve
beaivi	biejvve
headja#beaivi	hiedja#biejvve
gáhtaša#beaivi	gáhtatja#biejvve
riikka#beaivi	rijka#biejvve
gaska#beaivi	gasska#biejvve
maŋŋel#gaska#beaivi	maŋŋel#gasska#biejvve
maŋŋil#gaska#beaivi	maŋŋel#gasska#biejvve
ovdal#gaska#beaivi	åvddål#gasska#biejvve
maŋŋá#gaska#beaivi	maŋŋá#gasska#biejvve
juovla#beaivi	juovlla#biejvve
našunála#beaivi	nasjunála#biejvve
namma#beaivi	namma#biejvve
birra#beaivi	birra#biejvve
bárde#beaivi	bárdde#biejvve
heađe#beaivi	hiede#biejvve
eatni#beaivi	iedne#biejvve
basse#beaivi	basse#biejvve
loahppáš#beaivi	loahppásj#biejvve
beassáš#beaivi	bæssásj#biejvve
gintal#beaivi	ginttal#biejvve
vuoiŋŋadan#beaivi	vuojŋadan#biejvve
šaddan#beaivi	sjaddan#biejvve
riegádan#beaivi	riegádan#biejvve
boarásman#beaivi	boarásman#biejvve
birran#beaivi	birran#biejvve
addin#beaivi	adden#biejvve
máksin#beaivi	máksen#biejvve
bargo#beaivi	barggo#biejvve
illu#beaivi	illo#biejvve
riepmo#beaivi	riebmo#biejvve
duopmo#beaivi	duobmo#biejvve
asto#beaivi	assto#biejvve
gilvo#beaivi	gilvvo#biejvve
válbor#beaivi	válbbur#biejvve
hállemas#beaivi	hállemas#biejvve
iđđes#beaivi	iddes#biejvve
njálgges#beaivi	njálges#biejvve
eahkes#beaivi	iehkes#biejvve
ruosmmes#beaivi	ruosmes#biejvve
iđđedis#beaivi	iddedis#biejvve
iđedis#beaivi	idedis#biejvve
rohkos#beaivi	råhkus#biejvve
almmustus#beaivi	almustus#biejvve
beatnat#beaivi	biednat#biejvve
iđit#beaivi	idet#biejvve
ovddet#beaivi	åvdet#biejvve
márjjá#beaivi	márjá#biejvve
ihttá#beaivi	ihttá#biejvve
ođđa#beaivi	åddå#biejvve
otná#beaivi	ådnå#biejvve
sotna#beaivi	sådnå#biejvve
bálbma#sotna#beaivi	bálmma#sådnå#biejvve
duopmo#sotna#beaivi	duobmo#sådnå#biejvve
rohkos#sotna#beaivi	råhkus#sådnå#biejvve
šleaivi	sliejvve
reive	rejvve
friddjavuođa#reive	friddjavuoda#rejvve
standárda#reive	standdárda#rejvve
fága#reive	fága#rejvve
remissa#reive	remessa#rejvve
lohkiid#reive	låhkijd#rejvve
lohkkiid#reive	låhkkijd#rejvve
standárd#reive	standdárd#rejvve
svenne#reive	svenne#rejvve
gulaskuddan#reive	guláskuddan#rejvve
juolludan#reive	juolludan#rejvve
gonagas#reive	gånågas#rejvve
jođánis#reive	jådånis#rejvve
juolludus#reive	juolludus#rejvve
vástádus#reive	vásstádus#rejvve
lohpádus#reive	låhpådus#rejvve
e-reive	e-rejvve
breive	brejvve
veive	vejvve
šliivi	slijvve
sealla#šliivi	siella#slijvve
álgo#šliivi	álggo#slijvve
skuoivi	skuojvve
duivi	dujvve
ruivi	rujvve
muohta#ruivi	muohta#rujvve
suovva#ruivi	suovva#rujvve
láivi	lájvve
albme#láivi	almme#lájvve
sáivi	sájvve
váivi	vájvve
moivi	måjvve
hormon#moivi	hårmun#måjvve
luonddu#moivi	luondo#måjvve
jalvi	jalvve
doalvi	doalvve
goalvi	goalvve
soalvi	soalvve
njálbme#soalvi	njálmme#soalvve
valvi	valvve
gumpe#valvi	gumppe#valvve
eana#gilvi	iena#gilvve
eanan#gilvi	ienan#gilvve
čilvi	tjilvve
silvi	silvve
várre#silvi	várre#silvve
njuolvi	njuolvve
dulvi	dulvve
čáhce#dulvi	tjáhtse#dulvve
álvi	álvve
dálvi	dálvve
giđđa#dálvi	gidda#dálvve
čakča#dálvi	tjaktja#dálvve
gaska#dálvi	gasska#dálvve
skábma#dálvi	skábbma#dálvve
árra#dálvi	árra#dálvve
roasso#dálvi	roasso#dálvve
jálvi	jálvve
skálvi	skálvve
goarve#skálvi	goarvve#skálvve
golve	gålvve
holve	hålvve
njolvi	njålvve
duovvi	duovve
njuovvi	njuovve
čuvges#njuovvi	tjuvgges#njuovve
devkes#njuovvi	devkkes#njuovve
luovvi	luovve
šalde#luovvi	sjallde#luovve
jeagel#luovvi	jiegel#luovve
muovvi	muovve
nuovvi	nuovve
suovvi	suovve
seakka#suovvi	siekka#suovve
arvi	arvve
bađvi	barvve
darvi	darvve
njarvi	njarvve
šnjarvi	sjnjarvve
smarvi	smarvve
doarvi	doarvve
hearge#doarvi	hiergge#doarvve
bidjalan#doarvi	bidjalan#doarvve
boazo#doarvi	boatso#doarvve
máles#doarvi	máles#doarvve
goarvi	goarvve
beallje#goarvi	biellje#goarvve
bákte#goarvi	bákte#goarvve
njoađve	njoarvve
njoađvi	njoarvve
čoarvi	tjoarvve
báđa#čoarvi	báda#tjoarvve
gálja#čoarvi	gáljja#tjoarvve
jievja#čoarvi	jievjja#tjoarvve
spahča#čoarvi	spahtja#tjoarvve
čala#čoarvi	tjala#tjoarvve
alla#čoarvi	alla#tjoarvve
varra#čoarvi	varra#tjoarvve
ruossa#čoarvi	ruossa#tjoarvve
rukta#čoarvi	rukta#tjoarvve
sarvva#čoarvi	sarva#tjoarvve
hearva#čoarvi	hiervva#tjoarvve
fagge#čoarvi	fagge#tjoarvve
ságge#čoarvi	ságge#tjoarvve
roahkke#čoarvi	roahkke#tjoarvve
stohkke#čoarvi	ståhkke#tjoarvve
loaibme#čoarvi	loajmme#tjoarvve
lieđbme#čoarvi	liermme#tjoarvve
námme#čoarvi	námme#tjoarvve
liehppe#čoarvi	liehppe#tjoarvve
lihppe#čoarvi	lihppe#tjoarvve
gavre#čoarvi	gavrre#tjoarvve
ieš#čoarvi	iesj#tjoarvve
suohppun#čoarvi	suohppun#tjoarvve
spoađđo#čoarvi	spoaddo#tjoarvve
finju#čoarvi	finjo#tjoarvve
vinju#čoarvi	vinjo#tjoarvve
ceakko#čoarvi	tsiekko#tjoarvve
buiko#čoarvi	bujkko#tjoarvve
ruotko#čoarvi	ruotko#tjoarvve
čalo#čoarvi	tjalo#tjoarvve
gobmaras#čoarvi	gåbbmåras#tjoarvve
suhkkes#čoarvi	suhkkes#tjoarvve
gavvaris#čoarvi	gavvaris#tjoarvve
asttáhat#čoarvi	astáhat#tjoarvve
molssa#čoarvi	målså#tjoarvve
noarvi	noarvve
uksa#noarvi	uksa#noarvve
liehkko#noarvi	liehkko#noarvve
soarvi	soarvve
nieste#soarvi	niesste#soarvve
searvi	siervve
fága#searvi	fága#siervve
riikka#searvi	rijka#siervve
sierra#searvi	sierra#siervve
sanitehta#searvi	sanetehta#siervve
