sálvi^a	sálvve^a
buozaheaddji	buotsaheaddje
juovssaheaddji	juovsaheaddje
geavaheaddji	gievaheaddje
jođiheaddji	jådeheaddje
vuojeheaddji	vuojeheaddje
veahkeheaddji	viehkeheaddje
stevnneheaddji	stevneheaddje
hukseheaddji	hukseheaddje
bisseheaddji	bisseheaddje
goziheaddji	gåtseheaddje
guotteheaddji	guotteheaddje
guođoheaddji	guoduheaddje
velggoheaddji	velguheaddje
namuheaddji	namuheaddje
fámuheaddji	fámuheaddje
ánuheaddji	ánuheaddje
guossoheaddji	guossuheaddje
duostuheaddji	duosstuheaddje
dagaheaddji	dagáheaddje
gulaheaddji	guláheaddje
ásaheaddji	ásáheaddje
hohkaheaddji	håhkåheaddje
golaheaddji	gålåheaddje
máhtajeaddji	máhtajeaddje
árbejeaddji	árbbejeaddje
jeđđejeaddji	jeddejeaddje
láidejeaddji	lájddejeaddje
luddejeaddji	luddejeaddje
hovdejeaddji	håvddejeaddje
báddejeaddji	báddejeaddje
ráđđejeaddji	ráddejeaddje
čilgejeaddji	tjilggejeaddje
biđgejeaddji	birggejeaddje
čorgejeaddji	tjårggejeaddje
láddjejeaddji	láddjejeaddje
válljejeaddji	válljejeaddje
suhččejeaddji	suhttjejeaddje
fillejeaddji	fillejeaddje
sállejeaddji	sállejeaddje
málejeaddji	málejeaddje
molejeaddji	målejeaddje
sorbmejeaddji	sårmmejeaddje
ordnejeaddji	årnnejeaddje
plánejeaddji	plánejeaddje
guhppejeaddji	guhppejeaddje
gávpejeaddji	gávppejeaddje
sirrejeaddji	sirrejeaddje
murrejeaddji	murrejeaddje
stivrejeaddji	stivrrejeaddje
muvrejeaddji	muvrrejeaddje
ruhttejeaddji	ruhttejeaddje
gáhttejeaddji	gáhttejeaddje
govvejeaddji	gåvvejeaddje
dallegustojeaddji	dallegustojeaddje
hálddašeaddji	háldatjeaddje
gonstošeaddji	gånsstutjeaddje
diŋgojeaddji	diŋggujeaddje
dárkojeaddji	dárkkujeaddje
lávlojeaddji	lávllujeaddje
veaddjájeaddji	væddjájeaddje
máhttájeaddji	máhttájeaddje
guoddaleaddji	guoddaleaddje
guldaleaddji	gulldaleaddje
doarjaleaddji	doarjjaleaddje
geahččaleaddji	giehttjaleaddje
bassaleaddji	bassaleaddje
muitaleaddji	mujttaleaddje
mun-muitaleaddji	mun-mujttaleaddje
bálvaleaddji	bálvvaleaddje
vuodjeleaddji	vuodjeleaddje
vuodjileaddji	vuodjeleaddje
vuostáleaddji	vuosstáleaddje
johtaleaddji	jåhtåleaddje
johttáleaddji	jåhttåleaddje
buorráneaddji	buorráneaddje
báhtareaddji	báhtareaddje
veastareaddji	viesstareaddje
buleteaddji	buleteaddje
politeaddji	påleteaddje
duođašteaddji	duodasjteaddje
mieđušteaddji	miedusjteaddje
diđošteaddji	didusjteaddje
bealušteaddji	bielusjteaddje
valášteaddji	valásjteaddje
morašteaddji	måråsjteaddje
jieanasteaddji	jieanasteaddje
jienasteaddji	jienasteaddje
láidesteaddji	lájddesteaddje
duvddesteaddji	duvdesteaddje
dárkkisteaddji	dárkesteaddje
lonisteaddji	lånesteaddje
oahpisteaddji	oahpesteaddje
gaskkusteaddji	gaskusteaddje
einnosteaddji	ejnusteaddje
njoarosteaddji	njoarusteaddje
guolásteaddji	guolásteaddje
ovddasteaddji	åvdåsteaddje
eaddji	ieddje
vuoddji	vuoddje
šláddji	sláddje
ráddji	ráddje
leadji	liedje
veadji	viedje
duodji	duodje
šuodji	sjuodje
suodji	suodje
gudji	gudje
ádji	ádje
bádji	bádje
rádji	rádje
modji	mådje
sodji	sådje
boahji	boahje
láhji	láhje
oarji	oarjje
jearji	jierjje
girje	girjje
girji	girjje
viđji	virjje
muorji	muorjje
durji	durjje
sturji	sturjje
árji	árjje
gárji	gárjje
hárji	hárjje
sárji	sárjje
borji	bårjje
sorji	sårjje
boavji	boavjje
čoavji	tjoavjje
ruovji	ruovjje
ávji	ávjje
vallji	vallje
beallji	biellje
billji	billje
duollji	duollje
bullji	bullje
mállji	mállje
dollji	dållje
latnji	ladnje
boadnji	boaddnje
readnji	rieddnje
vitnji	vidnje
látnji	ládnje
botnji	bådnje
lotnji	lådnje
sotnji	sådnje
mannji	mannje
oardnji	oarnnje
skurdnji	skurnnje
lavdnji	lavnnje
doavdnji	doavnnje
skoavdnji	skoavnnje
roavdnji	roavnnje
eavdnji	ievnnje
givdnji	givnnje
skivdnji	skivnnje
rivdnji	rivnnje
guovdnji	guovnnje
suovdnji	suovnnje
guvdnji	guvnnje
skuvdnji	skuvnnje
luvdnji	luvnnje
gávdnji	gávnnje
rávdnji	rávnnje
el-rávdnji	el-rávnnje
sávdnji	sávnnje
čuonji	tjuonje
bikši	biksje
vašši	vassje
njeašši	njiessje
reašši	riessje
hoalši	hoalssje
šealši	sjielssje
gilši	gilssje
vilši	vilssje
vuolši	vuolssje
šulši	sjulssje
loamši	loamssje
roamši	roamssje
limši	limssje
guošši	guossje
ruošši	ruossje
marši	marssje
duorši	duorssje
bárši	bárssje
dušši	dussje
ášši	ássje
sex-ášši	sex-ássje
njášši	njássje
drošše	dråssje
háše	hásje
oažži	oadtje
doažži	doadtje
loažži	loadtje
speažži	spiedtje
steažži	stiedtje
gižži	gidtje
njižži	njidtje
čižži	tjidtje
vuožži	vuodtje
ružži	rudtje
skahči	skahtje
skoahči	skoahtje
spahči	spahtje
geahči	giehtje
šuhči	sjuhtje
skuhči	skuhtje
suhči	suhtje
gohči	gåhtje
skohči	skåhtje
rohči	råhtje
stohči	ståhtje
gakči	gaktje
njakči	njaktje
roakči	roaktje
čiekči	tjiektje
leakši	liektje
šleakči	sliektje
reakči	riektje
buokči	buoktje
lákči	láktje
šnjalži	sjnjalltje
šnjilži	sjnjilltje
skilži	skilltje
bulži	bulltje
spulži	spulltje
molži	målltje
ranči	rantje
rinči	rintje
ránči	rántje
bahčči	bahttje
geahčči	giehttje
spiehčči	spiehttje
skihčči	skihttje
smuhčči	smuhttje
áhčči	áhttje
báhčči	báhttje
gáhčči	gáhttje
váhčči	váhttje
bohčči	båhttje
njalči	njalttje
šnjalči	sjnjalttje
boalči	boalttje
čoalči	tjoalttje
vealči	vielttje
smilči	smilttje
steanži	stienttje
stánži	stánttje
skoarči	skoarttje
dirči	dirttje
skirči	skirttje
skurči	skurttje
hárči	hárttje
gorži	gårttje
morči	mårttje
gavži	gavttje
skavži	skavttje
čeavži	tjievttje
skeavži	skievttje
reavži	rievttje
steavži	stievttje
skivži	skivttje
ávži	ávttje
lávži	lávttje
ahki	ahke
jahki	jahke
njahki	njahke
čahki	tjahke
goahki	goahke
loahki	loahke
šloahki	sloahke
soahki	soahke
coahki	tsoahke
sahki	sahke
eahki	iehke
heahki	hiehke
leahki	liehke
seahki	siehke
vihki	vihke
duohki	duohke
čuohki	tjuohke
ruohki	ruohke
vuohki	vuohke
jáhki	jáhke
láhki	láhke
snáhki	snáhke
ráhki	ráhke
váhki	váhke
ohki	åhke
bohki	båhke
lohki	låhke
cohki	tsåhke
limški	limssjke
rimški	rimssjke
rámški	rámssjke
ruški	russjke
dáški	dássjke
njáški	njássjke
loški	låssjke
dahkki	dahkke
lahkki	lahkke
doahkki	doahkke
čoahkki	tjoahkke
loahkki	loahkke
roahkki	roahkke
rahkki	rahkke
biehkki	biehkke
deahkki	diehkke
jiehkki	jiehkke
skiehkki	skiehkke
miehkki	miehkke
niehkki	niehkke
riehkki	riehkke
ceahkki	tsiehkke
veahkki	viehkke
viehkki	viehkke
dihkki	dihkke
buohkki	buohkke
guohkki	guohkke
juohkki	juohkke
luohkki	luohkke
snuohkki	snuohkke
cuohkki	tsuohkke
uhkki	uhkke
duhkki	duhkke
juhkki	juhkke
muhkki	muhkke
báhkki	báhkke
dáhkki	dáhkke
láhkki	láhkke
náhkki	náhkke
lohkki	låhkke
mohkki	måhkke
rohkki	råhkke
stohkki	ståhkke
veaiki	viejkke
liiki	lijkke
duoiki	duojkke
báiki	bájkke
stáiki	stájkke
goalki	goalkke
moalki	moalkke
mielki	mielkke
spielki	spielkke
cealki	tsielkke
silki	silkke
fuolki	fuolkke
bulki	bulkke
dálki	dálkke
snolki	snålkke
cearki	tsierkke
vearki	vierkke
vierki	vierkke
snirki	snirkke
sirki	sirkke
cirki	tsirkke
nurki	nurkke
márki	márkke
snárki	snárkke
norke	nårkke
norki	nårkke
njavki	njavkke
lavki	lavkke
goavki	goavkke
hoavki	hoavkke
noavki	noavkke
gievke	gievkke
mievki	mievkke
neavki	nievkke
nievki	nievkke
rievki	rievkke
ruvke	ruvkke
ruvki	ruvkke
ávki	ávkke
lávke	lávkke
lávki	lávkke
rávki	rávkke
faŋki	faŋkke
goaŋki	goaŋkke
šoaŋki	sjoaŋkke
roaŋki	roaŋkke
vaŋki	vaŋkke
veaŋki	vieŋkke
siŋke	siŋkke
duŋke	duŋkke
luŋki	luŋkke
šluŋki	sluŋkke
aski	asske
boaski	boasske
goaski	goasske
njoaski	njoasske
roaski	roasske
easki	iesske
beaski	biesske
fieski	fiesske
rieski	riesske
vieski	viesske
niski	nisske
siski	sisske
guiski	gujsske
báiski	bájsske
gáiski	gájsske
ráiski	rájsske
rámski	rámsske
nuoski	nuosske
dorski	dårsske
uski	usske
duski	dusske
áski	ásske
moski	måsske
roski	råsske
joatki	joatke
geatki	gietke
meatki	mietke
muotki	muotke
butki	butke
dutki	dutke
hutki	hutke
mátki	mátke
bišáŋke	bisjáŋke
kara^oke	kara^åke
ensemble	enssemble
meänkieli	meänkiele
bihli	bihle
gihli	gihle
koaili	koajle
biile	bijle
váili	vájle
duhkordalli	duhkurdalle
bagadalli	bagádalle
doarrádalli	doarrádalle
oarpmealle	oarmealle
oarpmealli	oarmealle
gieđahalli	giedahalle
álggahalli	álgahalle
gilvvohalli	gilvuhalle
čájáhalli	tjájáhalle
njalli	njalle
nalli	nalle
oalli	oalle
doalli	doalle
čoalli	tjoalle
leaikkastalli	liejkastalle
bissostalli	bissustalle
noaiddástalli	noajdástalle
ealli	ielle
bealle	bielle
bealli	bielle
dealli	dielle
gealli	gielle
jielli	jielle
mealli	mielle
mielli	mielle
sealli	sielle
stealli	stielle
bihlli	bihlle
máihli	májhlle
bavhli	bavhlle
doavhli	doavhlle
goavhli	goavhlle
skoavhli	skoavhlle
hivhli	hivhlle
čivhli	tjivhlle
guvhli	guvhlle
skávhli	skávhlle
billi	bille
dilli	dille
gilli	gille
čilli	tjille
milli	mille
silli	sille
guolli	guolle
vuolli	vuolle
ulli	ulle
bulli	bulle
gulli	gulle
lulli	lulle
šoavli	sjoavlle
soavli	soavlle
feavli	fievlle
geavli	gievlle
čeavli	tjievlle
leavli	lievlle
seavli	sievlle
njivli	njivlle
sivli	sivlle
stivli	stivlle
duovli	duovlle
suvli	suvlle
dávli	dávlle
fávli	fávlle
skávli	skávlle
lávli	lávlle
návli	návlle
álli	álle
bálli	bálle
fálli	fálle
gálli	gálle
hálli	hálle
čálli	tjálle
málli	málle
nálli	nálle
spálli	spálle
stálli	stálle
válli	válle
olle	ålle
olli	ålle
golli	gålle
jolli	jålle
smolli	smålle
nolli	nålle
colli	tsålle
tivoli	tivule
šále	sjále
stole	ståle
dapmi	dabme
lapmi	labme
oapmi	oabme
loapmi	loabme
čoabmi	tjoabbme
sabmi	sabbme
giebmi	giebbme
bubme	bubbme
hubmi	hubbme
submi	subbme
jábmi	jábbme
gobmi	gåbbme
eapmi	iebme
ipmi	ibme
bipmi	bibme
gipmi	gibme
guopmi	guobme
ruopmi	ruobme
vuopmi	vuobme
hápmi	hábme
lápmi	lábme
rápmi	rábme
sápmi	sábme
čopmi	tjåbme
reašmi	riessjme
muošmi	muossjme
šušmi	sjussjme
soimme	såjme
eammi	iemme
čáihmi	tjájhmme
doaibmi	doajmme
joaibmi	joajmme
eaibmi	iejmme
gieibmi	giejmme
leaibmi	liejmme
liibmi	lijmme
viibmi	vijmme
guoibmi	guojmme
čuoibmi	tjuojmme
vuoibmi	vuojmme
stuibmi	stujmme
áibmi	ájmme
gáibmi	gájmme
albmi	almme
šalbmi	sjalmme
čalbmi	tjalmme
čoalbmi	tjoalmme
skoalbmi	skoalmme
healbmi	hielmme
ilbmi	ilmme
má^ilbmi	má^ilmme
ulbmi	ulmme
gulbmi	gulmme
álbmi	álmme
fálbmi	fálmme
gálbmi	gálmme
njálbmi	njálmme
smarbmi	smarmme
dearbmi	diermme
fierbmi	fiermme
gieđbmi	giermme
jierbmi	jiermme
lieđbmi	liermme
guorbmi	guormme
suorbmi	suormme
urbmi	urmme
surbmi	surmme
curbmi	tsurmme
árbmi	ármme
dárbmi	dármme
fárbmi	fármme
čáđbmi	tjármme
jorbmi	jårmme
sorbmi	sårmme
gummi	gumme
námmi	námme
kuomi	kuome
luomi	luome
šaddadeapmi	sjaddadeapme
rievdadeapmi	rievddadeapme
čielggadeapmi	tjielgadeapme
juogadeapmi	juogadeapme
gavjadeapmi	gavjjadeapme
lihkadeapmi	lihkadeapme
ráhkadeapmi	ráhkadeapme
loavkadeapmi	loavkkadeapme
sinkadeapmi	sinkadeapme
iskkadeapmi	iskadeapme
iskadeapmi	isskadeapme
suoladeapmi	suoladeapme
gávnnadeapmi	gávnadeapme
eastadeapmi	iesstadeapme
buvttadeapmi	buvtadeapme
oaivvadeapmi	oajvadeapme
deaivvadeapmi	diejvadeapme
njuovadeapmi	njuovadeapme
oaivadeapmi	oajvvadeapme
dulvadeapmi	dulvvadeapme
gearjideapmi	gierjjedeapme
nuoskkideapmi	nuoskedeapme
alideapmi	aledeapme
galledeapmi	galledeapme
stelledeapmi	stelledeapme
njunnedeapmi	njunnedeapme
sivdnideapmi	sivnnedeapme
geahpideapmi	giehpedeapme
givssideapmi	givsedeapme
rievideapmi	rievedeapme
cihraideapmi	tsihrajdeapme
biđggiideapmi	birgijdeapme
hevrriideapmi	hevrijdeapme
ovttaideapmi	åvtåjdeapme
gaskkaldeapmi	gaskaldeapme
jeagildeapmi	jiegeldeapme
rasttildeapmi	rasteldeapme
buđaldeapmi	budáldeapme
vánddardeapmi	vándardeapme
duoittardeapmi	duojtardeapme
reaidudeapmi	riejddudeapme
govdudeapmi	gåvddudeapme
sevnnjodeapmi	sevnjudeapme
joavkudeapmi	joavkkudeapme
smokkodeapmi	småkkudeapme
dálkkodeapmi	dálkudeapme
čoaskudeapmi	tjoasskudeapme
áimmudeapmi	ájmudeapme
suolbmudeapmi	suolmmudeapme
sártnodeapmi	sárnudeapme
orodeapmi	årudeapme
dusttodeapmi	dustudeapme
ávvudeapmi	ávvudeapme
hávdádeapmi	hávddádeapme
bagadeapmi	bagádeapme
riegádeapmi	riegádeapme
lágadeapmi	lágádeapme
rágadeapmi	rágádeapme
gažadeapmi	gatjádeapme
dihkádeapmi	dihkádeapme
suoládeapmi	suoládeapme
háladeapmi	háládeapme
guorbmádeapmi	guormmádeapme
sánádeapmi	sánádeapme
doahppádeapmi	doahppádeapme
ásadeapmi	ásádeapme
luoitádeapmi	luojttádeapme
golgadeapmi	gålggådeapme
šuvččageapmi	sjuvtjageapme
čuvččageapmi	tjuvtjageapme
suvččageapmi	suvtjageapme
soabaheapmi	såbaheapme
barggaheapmi	bargaheapme
vuojaheapmi	vuojaheapme
vealaheapmi	vielaheapme
fuolaheapmi	fuolaheapme
luohpaheapmi	luohpaheapme
ruosaheapmi	ruosaheapme
geavaheapmi	gievaheapme
válddiheapmi	váldeheapme
jorggiheapmi	jårgeheapme
vuojeheapmi	vuojeheapme
beaškkiheapmi	biesjkeheapme
falleheapmi	falleheapme
čáliheapmi	tjáleheapme
aniheapmi	aneheapme
joriheapmi	jåreheapme
lasiheapmi	laseheapme
geaseheapmi	gieseheapme
guođoheapmi	guoduheapme
geardduheapmi	gierduheapme
biggoheapmi	bigguheapme
láigoheapmi	lájgguheapme
vuojuheapmi	vuojuheapme
váikkuheapmi	vájkuheapme
almmuheapmi	almuheapme
roasmmoheapmi	roasmuheapme
mánoheapmi	mánuheapme
oahpoheapmi	oahpuheapme
vearroheapmi	vierruheapme
soiccuheapmi	såjtsuheapme
coiccuheapmi	tsåjtsuheapme
luoittuheapmi	luojtuheapme
čađaheapmi	tjadáheapme
vihaheapmi	viháheapme
logaheapmi	lågåheapme
rohkkáheapmi	råhkkåheapme
joraheapmi	jåråheapme
hálddašeapmi	háldatjeapme
návddašeapmi	návdatjeapme
mearkkašeapmi	mierkatjeapme
anašeapmi	anatjeapme
gávppašeapmi	gávpatjeapme
áhcešeapmi	áhtsetjeapme
lágážeapmi	lágátjeapme
riiddáskeapmi	rijdáskeapme
suodjaleapmi	suodjaleapme
geahččaleapmi	giehttjaleapme
oaidnaleapmi	oajnnaleapme
biehttaleapmi	biehttaleapme
náitaleapmi	nájttaleapme
bálvaleapmi	bálvvaleapme
vádjoleapmi	vádjuleapme
eaškáleapmi	æssjkáleapme
jorraleapmi	jårråleapme
ohcaleapmi	åhtsåleapme
luoddaneapmi	luoddaneapme
čoagganeapmi	tjoagganeapme
čuovganeapmi	tjuovgganeapme
cuovkaneapmi	tsuovkkaneapme
luoskaneapmi	luosskaneapme
njuorraneapmi	njuorraneapme
lahkoneapmi	lahkuneapme
albmoneapmi	almmuneapme
badjáneapmi	badjáneapme
hárjáneapmi	hárjjáneapme
earráneapmi	ærráneapme
lassáneapmi	lassáneapme
ovdáneapmi	åvddåneapme
morráneapmi	mårråneapme
bohtaneapmi	båhtåneapme
caggaseapmi	tsaggaseapme
sitnjaseapmi	sidnjaseapme
spiehkkaseapmi	spiehkkaseapme
máhccaseapmi	máhttsaseapme
elloseapmi	elluseapme
julggašteapmi	julgasjteapme
guovddušteapmi	guovdusjteapme
árvvošteapmi	árvusjteapme
gieđasteapmi	giedasteapme
loaiddasteapmi	loajdasteapme
bierggasteapmi	biergasteapme
cirggasteapmi	tsirgasteapme
sihkasteapmi	sihkasteapme
oamasteapmi	åmasteapme
jienasteapmi	jienasteapme
vuoiŋŋasteapmi	vuojŋasteapme
sirddesteapmi	sirdesteapme
bálkesteapmi	bálkkesteapme
botkkisteapmi	båtkkesteapme
loaŋkkisteapmi	loaŋkesteapme
gallesteapmi	gallesteapme
buhtisteapmi	buhtesteapme
buonjusteapmi	buonjusteapme
čuojusteapmi	tjuojusteapme
gaskkusteapmi	gaskusteapme
čalmmusteapmi	tjalmusteapme
njoarosteapmi	njoarusteapme
bárusteapmi	bárusteapme
orusteapmi	årusteapme
viđásteapmi	vidásteapme
vuollásteapmi	vuollásteapme
čorpmasteapmi	tjårmåsteapme
govasteapmi	gåvåsteapme
doaladupmi	dåladupme
vuolidupmi	vuoledupme
sivdnidupmi	sivnnedupme
vealggáidupmi	vælgájdupme
vuogáidupmi	vuogájdupme
guomáidupmi	guomájdupme
ásaidupmi	ásájdupme
dagaldupmi	dagáldupme
láidejupmi	lájddejupme
muddejupmi	muddejupme
bovdejupmi	båvddejupme
áddejupmi	áddejupme
ráđđejupmi	ráddejupme
birgejupmi	birggejupme
čuvgejupmi	tjuvggejupme
dohkkejupmi	dåhkkejupme
skuvlejupmi	skuvllejupme
nannejupmi	nannejupme
ordnejupmi	årnnejupme
industri^aliserejupmi	inddustre^aleserejupme
hehttejupmi	hehttejupme
arvvosmahttojupmi	arvusmahttojupme
áhpásmahttojupmi	áhpásmahttojupme
hearvásmahttojupmi	hærvvásmahttojupme
bahkašupmi	bahkatjupme
juohkašupmi	juohkatjupme
bálkkašupmi	bálkatjupme
spelle^manns^bálkkašupmi	spelle^manns^bálkatjupme
mearkkašupmi	mierkatjupme
billašupmi	billatjupme
várašupmi	váratjupme
beahttašupmi	biehttatjupme
fuopmášupmi	fuobmátjupme
fuomášupmi	fuomátjupme
ollašupmi	ållåtjupme
molsašupmi	målssåtjupme
rohtašupmi	råhtåtjupme
rohttašupmi	råhttåtjupme
addojupmi	addujupme
oidojupmi	åjddujupme
devdojupmi	devddujupme
čovdojupmi	tjåvddujupme
gáddjojupmi	gáddjujupme
celkojupmi	tselkkujupme
sárdnojupmi	sárnnujupme
bestojupmi	besstujupme
heitojupmi	hejttujupme
geahččalupmi	giehttjalupme
eanalupmi	ienalupme
ihtalupmi	ihtalupme
eaškálupmi	æssjkálupme
hárjánupmi	hárjjánupme
ovdánupmi	åvddånupme
čatnasupmi	tjadnasupme
varrasupmi	varrasupme
čuoldásupmi	tjuolldásupme
gillásupmi	gillásupme
gávdnoštupmi	gávnnusjtupme
beroštupmi	berusjtupme
mielastupmi	mielastupme
báljestupmi	báljjestupme
anistupmi	anestupme
lihkostupmi	lihkustupme
gávdnostupmi	gávnnustupme
duššástupmi	dussjástupme
nuppástupmi	nuppástupme
ovttastupmi	åvtåstupme
vasmi	vassme
jiesmi	jiessme
leasmi	liessme
lusmi	lussme
básmi	bássme
satmi	satme
fátmi	fátme
tsunami	tsunáme
komi	kåme
datni	dadne
olbmáheadni	ålmmåheadne
spoatni	spoadne
spatni	spadne
ratni	radne
adni	addne
badni	baddne
ladni	laddne
goadni	goaddne
eadni	ieddne
idni	iddne
gidni	giddne
skidni	skiddne
sidni	siddne
gudni	guddne
ludni	luddne
rudni	ruddne
bodni	båddne
geatni	giedne
ritni	ridne
luotni	luodne
skutni	skudne
bátni	bádne
sátni	sádne
vátni	vádne
hámmelheanni	hámmelheanne
manni	manne
nanni	nanne
čáihni	tjájhnne
cinni	tsinne
oaidni	oajnne
bieidni	biejnne
seaidni	siejnne
veaidni	viejnne
liidni	lijnne
spiidni	spijnne
viidni	vijnne
suoidni	suojnne
áidni	ájnne
dáidni	dájnne
máidni	májnne
váidni	vájnne
suoldni	suolnne
boldni	bålnne
bierdni	biernne
geardni	giernne
veardni	viernne
irdni	irnne
bárdni	bárnne
gárdni	gárnne
sárdni	sárnne
sálovárdni	sáluvárnne
gordni	gårnne
njunni	njunne
munni	munne
gievdni	gievnne
heavdni	hievnne
rievdni	rievnne
ivdni	ivnne
duvdni	duvnne
guvdni	guvnne
tuvdni	tuvnne
gávdni	gávnne
sávdni	sávnne
stávdni	stávnne
bánni	bánne
ránni	ránne
gonne	gånne
monni	månne
pepperoni	pepperone
vuoni	vuone
mieđašeatni	miedatjeatne
ášešeatni	ásjetjeatne
áhčešeatni	áhtjetjeatne
áhcešeatni	áhtsetjeatne
háhcešeatni	háhtsetjeatne
háhtešeatni	háhtetjeatne
njávešeatni	njávetjeatne
gálojeatni	gálujeatne
gone	gåne
mánoheahpi	mánuheahpe
roahpi	roahpe
neahpi	niehpe
seahpi	siehpe
lihpi	lihpe
duohpi	duohpe
cuohpi	tsuohpe
suhpi	suhpe
áhpi	áhpe
dáhpi	dáhpe
jáhpi	jáhpe
skáhpi	skáhpe
láhpi	láhpe
náhpi	náhpe
ráhpi	ráhpe
stáhpi	stáhpe
váhpi	váhpe
dohpi	dåhpe
gohpi	gåhpe
lohpi	låhpe
rohpi	råhpe
reašpi	riesjpe
rušpi	rusjpe
apokope	apukope
oahppi	oahppe
loahppi	loahppe
roahppi	roahppe
rahppi	rahppe
sahppi	sahppe
diehppi	diehppe
giehppi	giehppe
čeahppi	tjiehppe
leahppi	liehppe
liehppi	liehppe
riehppi	riehppe
njuohppi	njuohppe
čuohppi	tjuohppe
luohppi	luohppe
vuohppi	vuohppe
áhppi	áhppe
rei^skáhppi	rej^skáhppe
sel^skáhppi	sel^skáhppe
selskáhppi	selskáhppe
reiskáhppi	rejsskáhppe
náhppi	náhppe
sáhppi	sáhppe
gohppi	gåhppe
čohppi	tjåhppe
skohppi	skåhppe
cohppi	tsåhppe
skaipi	skajppe
duipi	dujppe
cuipi	tsujppe
gáipi	gájppe
háipi	hájppe
cáipi	tsájppe
stáipi	stájppe
váipe	vájppe
njalpi	njalppe
doalpi	doalppe
njoalpi	njoalppe
gilpe	gilppe
dulpi	dulppe
culpi	tsulppe
stálpi	stálppe
čolpi	tjålppe
skolpi	skålppe
rampi	ramppe
kempe	kemppe
šlimpi	slimppe
bumpe	bumppe
gumpe	gumppe
humpi	humppe
cumpi	tsumppe
garpi	garppe
soarpi	soarppe
nirpi	nirppe
sirpe	sirppe
gurpi	gurppe
fárpi	fárppe
várpi	várppe
gávpi	gávppe
luspi	lusspe
synkope	synkupe
biire	bijre
gáiri	gájre
láiri	lájre
darri	darre
harri	harre
jarri	jarre
snarri	snarre
oarri	oarre
boarri	boarre
čoarri	tjoarre
skoarri	skoarre
moarri	moarre
sarri	sarre
earri	ierre
bearri	bierre
dearri	dierre
dierri	dierre
gierri	gierre
njearri	njierre
čierri	tjierre
skearri	skierre
skierri	skierre
mearre	mierre
mearri	mierre
vearri	vierre
birri	birre
dirri	dirre
hirri	hirre
skirri	skirre
duorri	duorre
guorri	guorre
nuorri	nuorre
suorri	suorre
vuorri	vuorre
hurri	hurre
curre	tsurre
davri	davrre
gavri	gavrre
goavri	goavrre
hoavri	hoavrre
evre	evrre
geavri	gievrre
mievri	mievrre
neavri	nievrre
reavri	rievrre
revre	revrre
divri	divrre
givri	givrre
suovri	suovrre
buvri	buvrre
guvri	guvrre
skuvri	skuvrre
suvri	suvrre
fávre	fávrre
gávri	gávrre
jávri	jávrre
gárri	gárre
ávs^gárri	ávs^gárre
hárri	hárre
skárri	skárre
nárri	nárre
snárri	snárre
sárri	sárre
várri	várre
borri	bårre
dorri	dårre
gorri	gårre
jorri	jårre
snorri	snårre
sorri	sårre
rambuvri	rambbuvre
rámbuvri	rámbbuvre
kabare	kabáre
ore	åre
ma^ori	ma^åre
gore	gåre
kore	kåre
lore	låre
desi	dese
manjsi	manjse
laksi	lakse
oaksi	oakse
taksi	takse
fieksi	fiekse
lieksi	liekse
veaksi	viekse
vieksi	viekse
giksi	gikse
liksi	likse
guoksi	guokse
ruoksi	ruokse
vuoksi	vuokse
guksi	gukse
áksi	ákse
táksi	tákse
váksi	vákse
doksi	dåkse
assi	asse
bassi	basse
lassi	lasse
oassi	oasse
loassi	loasse
beassi	biesse
geassi	giesse
miessi	miesse
siessi	siesse
rissi	risse
biise	bijsse
giisi	gijsse
kiisi	kijsse
gáisi	gájsse
máisi	májsse
njalsi	njalsse
goalsi	goalsse
soalsi	soalsse
realsi	rielsse
vealsi	vielsse
bulsi	bulsse
bálsi	bálsse
hálsi	hálsse
bamse	bamsse
roamsi	roamsse
leamsi	liemsse
himsi	himsse
rimsi	rimsse
simsi	simsse
guossi	guosse
čuossi	tjuosse
muossi	muosse
suossi	suosse
vuossi	vuosse
doarsi	doarsse
moarsi	moarsse
gearsi	giersse
čearsi	tjiersse
girse	girsse
girsi	girsse
čirsi	tjirsse
suorsi	suorsse
gurse	gursse
jursi	jursse
nursi	nursse
dársi	dársse
vársi	vársse
čussi	tjusse
ássi	ásse
dássi	dásse
gássi	gásse
rássi	rásse
bossi	båsse
gombásse	gåmbbåsse
gompásse	gåmppåsse
boazzi	boadtse
giezzi	giedtse
njeazzi	njiedtse
bázzi	bádtse
gázzi	gádtse
vázzi	vádtse
oahci	oahtse
beahci	biehtse
čeahci	tjiehtse
bihci	bihtse
ruhci	ruhtse
áhci	áhtse
čáhci	tjáhtse
coakci	tsoaktse
njeakci	njiektse
reakci	riektse
gákci	gáktse
okci	åktse
cecce	tsettse
oahcci	oahttse
goahcci	goahttse
meahcci	miehttse
reahcci	riehttse
gihcci	gihttse
buohcci	buohttse
báhcci	báhttse
gáhcci	gáhttse
háhcci	háhttse
máhcci	máhttse
ohcci	åhttse
bohcci	båhttse
gohcci	gåhttse
cohcci	tsåhttse
buici	bujttse
juice	jujttse
cáici	tsájttse
njoalci	njoalttse
šnjoalci	sjnjoalttse
bulci	bulttse
culci	tsulttse
el-culci	el-tsulttse
janzi	janttse
goanzi	goanttse
šloanci	sloanttse
roanci	roanttse
leanzi	lienttse
šleanci	slienttse
šleanzi	slienttse
reanzi	rienttse
veanzi	vienttse
